naid,localId,seriesNaid,seriesLocalId,seriesTitle,containerId,title,workingStartDate,workingEndDate,workingDateLabel,datePrecision,dateBasis,chapter,selection,routing,accessStatus,accessRestrictionNote,useStatus,markerStatus,markerRecordGroup,markerOffice,markerSeries,markerSubseries,markerOaId,markerFolderId,objectId,pdfBytes,ocrCharacterCount,memosToPresident,memosToScowcroft,memosToPorter,memorandaOfConversation,meetingRecords,withdrawalSheets,economicSignalTotal,tradeSignals,financeSignals,summitsSignals,transitionSignals,controlsSignals,reviewTopics,reviewFocus,economicSubjectLeads,archivalLocator,catalogUrl,pdfUrl
509546690,07409-005,2600865,GB-POD-032,Warren Maruyama Subject Files,07409,NAFTA - Negotiations [1],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07409–005, NAFTA - Negotiations [1].",https://catalog.archives.gov/id/509546690,
509546691,07409-006,2600865,GB-POD-032,Warren Maruyama Subject Files,07409,NAFTA - Negotiations [2],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07409–006, NAFTA - Negotiations [2].",https://catalog.archives.gov/id/509546691,
509548233,CF01243-001,2600865,GB-POD-032,Warren Maruyama Subject Files,CF01243,"Miscellaneous Papers [Environmental Matters, Waivers and Adjustments] [1]",9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID CF01243–001, Miscellaneous Papers [Environmental Matters, Waivers and Adjustments] [1].",https://catalog.archives.gov/id/509548233,
509548234,CF01243-002,2600865,GB-POD-032,Warren Maruyama Subject Files,CF01243,"Miscellaneous Papers [Environmental Matters, Waivers and Adjustments] [2]",9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID CF01243–002, Miscellaneous Papers [Environmental Matters, Waivers and Adjustments] [2].",https://catalog.archives.gov/id/509548234,
509548235,CF01243-003,2600865,GB-POD-032,Warren Maruyama Subject Files,CF01243,SII - Japan [1],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID CF01243–003, SII - Japan [1].",https://catalog.archives.gov/id/509548235,
509548236,CF01243-004,2600865,GB-POD-032,Warren Maruyama Subject Files,CF01243,SII - Japan [2],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID CF01243–004, SII - Japan [2].",https://catalog.archives.gov/id/509548236,
509548237,CF01243-005,2600865,GB-POD-032,Warren Maruyama Subject Files,CF01243,SII - Japan [3],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID CF01243–005, SII - Japan [3].",https://catalog.archives.gov/id/509548237,
509548238,CF01243-006,2600865,GB-POD-032,Warren Maruyama Subject Files,CF01243,SII - Japan [4],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID CF01243–006, SII - Japan [4].",https://catalog.archives.gov/id/509548238,
509548239,CF01243-007,2600865,GB-POD-032,Warren Maruyama Subject Files,CF01243,SII - Japan [5],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID CF01243–007, SII - Japan [5].",https://catalog.archives.gov/id/509548239,
509548240,CF01243-008,2600865,GB-POD-032,Warren Maruyama Subject Files,CF01243,SII - Japan [6],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID CF01243–008, SII - Japan [6].",https://catalog.archives.gov/id/509548240,
509548241,CF01243-009,2600865,GB-POD-032,Warren Maruyama Subject Files,CF01243,SII - Japan [7],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID CF01243–009, SII - Japan [7].",https://catalog.archives.gov/id/509548241,
